Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
64,Paraguay,Latin America and Caribbean,"56,806","506,096","5,061",66,"74,611","27,112","16,204",2018
65,Peru,Latin America and Caribbean,"56,632","566,092","56,609",68,"73,153","15,321","7,477",2018
71,Philippines,Southeast Asia,"55,241","470,173","47,017",64,"88,732","20,069","23,016",2018
42,Poland,Central and Eastern Europe,"6,123","712,858","71,286",70,"75,327","18,002","13,975",2018
77,Portugal,Western Europe,"54,104","720,119","72,012",72,"77,578","9,189","3,637",2018
32,Qatar,Middle East and North Africa,"63,745",10,1,69,"90,279","42,923","37,321",2018
52,Romania,Central and Eastern Europe,"59,452","676,524","67,652",69,"72,814","14,652",151,2018
59,Russia,Commonwealth of Independent States,"58,097","698,035","69,803",66,"55,114","10,887","5,552",2018
151,Rwanda,Sub-Saharan Africa,"34,081","201,526","20,153",62,"87,775","3,342","97,269",2018
33,Saudi Arabia,Middle East and North Africa,"63,709","836,094","83,609",67,"70,251","16,457","27,756",2018
109,Senegal,Sub-Saharan Africa,"46,311","260,092","26,009",62,"55,978","23,093","17,972",2018
78,Serbia,Central and Eastern Europe,"53,982","591,065","59,107",68,"39,734","22,387","9,388",2018
113,Sierra Leone,Sub-Saharan Africa,"45,706","155,335","15,534",53,"49,026","39,865","11,603",2018
34,Singapore,Southeast Asia,"63,432","927,376","92,738",75,"87,145","43,746",1,2018
39,Slovakia,Central and Eastern Europe,"61,734","733,687","73,369",70,"48,797","1,968","3,024",2018
51,Slovenia,Central and Eastern Europe,"59,476","739,238","73,924",72,"87,363","26,741","1,115",2018
98,Somalia,Sub-Saharan Africa,"49,815",0,0,55,"9,298","39,825","61,731",2018
105,South Africa,Sub-Saharan Africa,"4,724","569,972","56,997",60,"71,291","17,297","12,199",2018
57,South Korea,East Asia,"58,749","767,899","7,679",74,"33,706","29,205","11,256",2018
154,South Sudan,Sub-Saharan Africa,"32,542","204,584","20,458",57,"15,405","37,473","23,125",2018
36,Spain,Western Europe,"63,099","758,504","7,585",74,"61,954","23,689","16,155",2018
116,Sri Lanka,South Asia,"44,706","556,592","55,659",68,"80,765","51,444","10,982",2018
137,Sudan,Middle East and North Africa,"41,387","366,889","36,689",60,"2,241","22,408","1,789",2018
9,Sweden,Western Europe,"73,145","82,195","82,195",73,"91,018","47,638","83,859",2018
5,Switzerland,Western Europe,"74,873","860,934","86,093",73,"9,107","42,761","78,053",2018
150,Syria,Middle East and North Africa,"34,619","417,681","41,768",65,"12,185","62,906","31,581",2018
26,Taiwan,East Asia,"64,406","827,779","82,778",72,"57,636","25,205","17,038",2018
80,Tajikistan,Commonwealth of Independent States,"53,525","287,522","28,752",66,"69,498","35,825","2,966",2018
153,Tanzania,Sub-Saharan Africa,"33,035","275,833","27,583",61,"66,382","45,189","2,127",2018
46,Thailand,Southeast Asia,"60,723","616,091","61,609",69,"87,972","60,841","6,378",2018
139,Togo,Sub-Saharan Africa,"39,985","157,278","15,728",58,"59,922","26,475","22,031",2018
38,Trinidad & Tobago,Latin America and Caribbean,"61,919","741,459","74,146",65,"79,379","28,628","4,081",2018
111,Tunisia,Middle East and North Africa,"45,924","54,561","54,561",68,"37,338","6,729","1,373",2018
74,Turkey,Middle East and North Africa,"54,825","696,361","69,636",68,"4,476","17,672","23,805",2018
68,Turkmenistan,Commonwealth of Independent States,"56,362","61,586","61,586",64,"57,504","33,316","8,165",2018
135,Uganda,Sub-Saharan Africa,"41,608","195,126","19,513",58,"62,074","43,413","13,262",2018
138,Ukraine,Commonwealth of Independent States,"41,029","480,881","48,088",66,"2,244","31,287","2,504",2018
20,United Arab Emirates,Middle East and North Africa,"67,741","889,677","88,968",70,"92,458","47,512","40,621",2018
19,United Kingdom,Western Europe,"68,143","789,125","78,913",72,"73,525","59,295","59,538",2018
18,United States,North America and ANZ,"6,886","847,785","84,778",71,"75,547","48,629",292,2018
31,Uruguay,Latin America and Caribbean,"63,788","6,626","6,626",70,"86,249","21,691","33,992",2018
44,Uzbekistan,Commonwealth of Independent States,"60,961","435,917","43,592",66,1,"54,854","56,622",2018
102,Venezuela,Latin America and Caribbean,"48,056","603,779","60,378",67,"18,372","9,425","11,299",2018
95,Vietnam,Southeast Asia,"51,032","433,358","43,336",68,"85,336","29,628","17,397",2018
152,Yemen,Middle East and North Africa,"33,549","267,746","26,775",60,"33,662","13,905","14,037",2018
125,Zambia,Sub-Saharan Africa,"43,771","341,039","34,104",59,"69,374","37,046","17,933",2018
144,Zimbabwe,Sub-Saharan Africa,"36,923","216,659","21,666",58,"56,038","22,083","21,651",2018
1,Finland,Western Europe,"77,689","795,824","9,776",76,944,"26,989","86,796",2019
2,Denmark,Western Europe,"76,001","821,474","96,855",76,"93,839","44,593","90,675",2019
3,Norway,Western Europe,"75,539","883,423","97,407",77,"95,605","47,948","75,302",2019
4,Iceland,Western Europe,"74,936","819,529",1,77,"93,609","62,627","26,062",2019
5,Netherlands,Western Europe,"74,876","828,945","93,733",76,"8,825","56,986","65,824",2019
6,Switzerland,Western Europe,"74,802","86,233","94,003",77,"90,538","46,563","75,685",2019
7,Sweden,Western Europe,"73,433","823,337","91,603",76,"90,998","47,192","82,442",2019
8,New Zealand,North America and ANZ,"73,075","773,464","95,909",77,"92,697","58,294","84,005",2019
9,Canada,North America and ANZ,"72,781","810,463","92,676",77,"92,508","50,373","68,047",2019
10,Austria,Western Europe,"7,246","816,785","90,858",76,"8,429","43,046","49,973",2019
11,Australia,North America and ANZ,"7,228","814,412","95,338",77,"88,265","58,596","64,054",2019
12,Costa Rica,Latin America and Caribbean,"71,674","614,128","88,758",76,"88,402","2,552","20,648",2019
13,Israel,Middle East and North Africa,"71,387","757,582","89,591",77,"58,706","46,211","18,141",2019
14,Luxembourg,Western Europe,"70,903","955,268","91,079",76,"83,353","34,339","69,738",2019
15,United Kingdom,Western Europe,"70,537","791,495","94,699",76,"71,212","61,547","61,322",2019
16,Ireland,Western Europe,"70,211","890,223","95,665",76,"81,683","52,711","68,534",2019
17,Germany,Western Europe,"6,985","815,021","8,955",76,"7,846","46,211","58,535",2019
18,Belgium,Western Europe,"6,923","804,987","9,265",76,"74,861","28,242","46,316",2019
19,United States,North America and ANZ,"68,923","850,777","89,757",74,"71,946","49,468","28,217",2019
20,Czech Republic,Central and Eastern Europe,"68,521","753,554","9,161",75,"72,377","8,142","8,061",2019
21,United Arab Emirates,Middle East and North Africa,"68,245","892,248","80,668",73,"94,804","46,355","40,133",2019
22,Malta,Western Europe,"67,256","771,893","93,597",76,"89,394","66,334","33,295",2019
23,Mexico,Latin America and Caribbean,"65,945","635,232","81,488",74,"68,613","12,998","16,061",2019
24,France,Western Europe,"65,921","786,139","90,663",77,"68,998","19,634","40,467",2019
25,Taiwan,East Asia,"64,462","812,358","88,099",75,"55,534","42,716","21,383",2019
26,Chile,Latin America and Caribbean,"6,444","688,166","84,301",75,"56,489","32,981","12,394",2019
27,Guatemala,Latin America and Caribbean,"64,362","475,186","78,187",71,"84,722","30,948","17,194",2019
28,Saudi Arabia,Middle East and North Africa,"63,747","833,026","83,549",72,"69,496","14,206","29,172",2019
29,Qatar,Middle East and North Africa,"63,745",10,"80,871",74,"8,797","38,824","36,785",2019
30,Spain,Western Europe,"63,541","763,488","91,426",77,"57,362","27,022","17,355",2019
31,Panama,Latin America and Caribbean,"63,213","682,503","88,785",75,"8,169","19,227","11,992",2019
32,Brazil,Latin America and Caribbean,"62,998","596,248","88,621",72,"61,761","17,536","18,922",2019
33,Uruguay,Latin America and Caribbean,"62,933","66,764","90,209",74,"82,773","22,358","33,236",2019
34,Singapore,Southeast Asia,"6,262","933,188","90,119",79,"88,089","47,822",1,2019
35,El Salvador,Latin America and Caribbean,"62,531","471,618","7,647",72,"68,144","16,451","1,643",2019
36,Italy,Western Europe,"62,234","768,618","91,647",77,"3,656","27,917","6,596",2019
37,Bahrain,Middle East and North Africa,"61,994","808,631","84,227",74,"84,863","45,063","24,331",2019
38,Slovakia,Central and Eastern Europe,"61,976","7,4","92,652",74,"5,294","21,371","3,102",2019
39,Trinidad and Tobago,Latin America and Caribbean,"61,919","730,693","90,947",71,"77,533","32,741","3,457",2019
40,Poland,Central and Eastern Europe,"61,817","716,074","88,595",74,"76,476","20,633","11,154",2019
41,Uzbekistan,Commonwealth of Independent States,"61,741","442,445","94,177",72,1,"56,928","52,985",2019
42,Lithuania,Western Europe,"6,149","735,239","93,325",73,"46,163","7,536","9,236",2019
43,Colombia,Latin America and Caribbean,"61,248","585,077","86,822",73,744,"17,434","7,539",2019
44,Slovenia,Central and Eastern Europe,"61,177","746,925","9,381",75,"8,933","25,499","12,641",2019
45,Nicaragua,Latin America and Caribbean,"6,105","412,021","81,577",73,"68,852","35,259","28,139",2019
46,Kosovo,Central and Eastern Europe,"6,1","523,937","75,906",72,"7,754","46,305","1,424",2019
47,Argentina,Latin America and Caribbean,"60,863","648,132","88,166",74,"74,557","1,165","10,978",2019
48,Romania,Central and Eastern Europe,"60,697","689,896","75,848",73,"73,214","14,604","1,056",2019
49,Cyprus,,"60,458","750,051","75,329",77,"64,287","33,664","8,973",2019
50,Ecuador,Latin America and Caribbean,"60,276","541,414","80,812",74,"78,813","2,231","19,277",2019
51,Kuwait,Middle East and North Africa,"60,207","890,841","8,123",73,"78,065","25,036","21,516",2019
52,Thailand,Southeast Asia,"6,008","623,303","86,769",73,"88,265","63,442","6,184",2019
53,Latvia,Western Europe,"59,397","704,728","90,211",73,"41,886","13,241","14,108",2019
54,South Korea,East Asia,"58,947","772,522","75,089",77,"25,236","30,875","12,378",2019
55,Estonia,Western Europe,"58,935","734,417","94,099",74,"78,441","18,213","35,525",2019
56,Jamaica,Latin America and Caribbean,"58,898","493,592","91,008",73,"77,563","18,897","6,239",2019
57,Mauritius,Sub-Saharan Africa,"58,882","664,941","86,328",72,"78,911","38,051","1,315",2019
58,Japan,East Asia,"58,861","787,667","87,371",78,"70,489","12,169","30,974",2019
59,Honduras,Latin America and Caribbean,"58,604","381,447","76,135",73,"8,034","4,342","17,303",2019
60,Kazakhstan,Commonwealth of Independent States,"58,088","696,798","9,286",71,"64,928","25,759","21,276",2019
61,Bolivia,Latin America and Caribbean,"57,793","460,595","74,474",71,"81,029","24,135","14,237",2019
62,Hungary,Central and Eastern Europe,"57,583","713,196","86,823",73,"31,589","14,246","4,367",2019
63,Paraguay,Latin America and Caribbean,"57,427","507,969","90,866",72,"81,454","32,465","17,726",2019
65,Peru,Latin America and Caribbean,"56,971","569,922","78,446",73,"72,005","14,743",605,2019
66,Portugal,Western Europe,"56,925","724,859","88,123",76,"80,494","8,274","5,515",2019
67,Pakistan,South Asia,"5,653","401,712","54,585",68,"49,627","38,947","21,627",2019
68,Russia,Commonwealth of Independent States,"56,479","70,252","89,451",71,"52,956","14,501","6,817",2019
69,Philippines,Southeast Asia,"56,314","479,405","79,609",70,"88,426","20,728","23,638",2019
70,Serbia,Central and Eastern Europe,"5,603","596,054","85,176",73,"44,733","24,171","8,527",2019
71,Moldova,Central and Eastern Europe,"55,285","406,975","8,179",71,"38,855","31,909",0,2019
72,Libya,Middle East and North Africa,"55,253","619,944","80,267",70,"6,592","23,451","3,355",2019
73,Montenegro,Central and Eastern Europe,"55,229","623,809","83,806",74,"31,198","25,141","17,662",2019
74,Tajikistan,Commonwealth of Independent States,"54,673","292,809","67,599",71,"61,554","40,597","31,779",2019
75,Croatia,Central and Eastern Europe,"54,318","68,564","77,959",75,"46,916","21,106","4,876",2019
76,Hong Kong,East Asia,"54,304","853,871","78,625",78,"69,644","45,539","63,472",2019
77,Dominican Republic,Latin America and Caribbean,"54,253","602,949","86,316",72,"78,716","19,959",224,2019
78,Bosnia and Herzegovina,Central and Eastern Europe,"53,865","561,179","74,622",73,"33,634","46,461",122,2019
79,Turkey,Middle East and North Africa,"53,726","702,743","83,788",73,"30,869","14,748","23,427",2019
80,Malaysia,Southeast Asia,"53,388","724,775","72,134",73,"80,502","45,962","5,367",2019
81,Belarus,Commonwealth of Independent States,"53,225","633,591","90,256",72,"37,207","16,636","31,278",2019
82,Greece,Middle East and North Africa,"52,867","701,463","71,213",76,"10,625",0,"7,604",2019
83,Mongolia,East Asia,"52,854","562,809","94,271",70,"50,144","41,571","8,387",2019
84,Macedonia,Central and Eastern Europe,"52,736","583,769","79,692",73,"5,463","32,656","7,501",2019
85,Nigeria,Sub-Saharan Africa,"52,646","41,353","68,429",62,"67,486","38,055","9,018",2019
86,Kyrgyzstan,Commonwealth of Independent States,"52,607","326,924","88,558",71,"80,438","53,031","5,025",2019
87,Turkmenistan,Commonwealth of Independent States,"52,467","624,402","94,744",70,"62,493","43,133","6,129",2019
88,Argelia,Middle East and North Africa,"52,113","594,691","7,142",72,"1,355","12,838","25,277",2019
89,Morocco,Middle East and North Africa,"52,081","475,742","48,163",72,"66,156","6,292","16,807",2019
90,Azerbaijan,Commonwealth of Independent States,"52,077","619,207","70,664",72,"55,679","6,269","40,235",2019
91,Lebanon,Middle East and North Africa,"51,973","586,005","75,397",73,"34,181","2,935","6,047",2019
92,Indonesia,Southeast Asia,"51,924","552,577","74,068",70,"77,722","88,037","6,293",2019
93,China,East Asia,"51,909","61,072","69,274",74,"82,563","10,213","22,006",2019
94,Vietnam,Southeast Asia,"51,753","439,867","82,913",73,"85,989","26,057","16,179",2019
95,Bhutan,South Asia,"50,821","482,921","81,345",69,"72,324","65,477","36,937",2019
96,Cameroon,Sub-Saharan Africa,"50,437","325,968","56,053",64,"60,354","33,027","8,126",2019
97,Bulgaria,Central and Eastern Europe,"5,011","64,813","93,211",73,"49,234","14,269",963,2019
98,Ghana,Sub-Saharan Africa,"49,963","363,001","53,458",67,"60,278","43,227","8,735",2019
99,Ivory Coast,Sub-Saharan Africa,"49,438","338,023","49,734",62,"55,737","27,201","19,965",2019
100,Nepal,South Asia,"49,127","264,596","75,482",70,"69,592","50,315","19,689",2019
101,Jordan,Middle East and North Africa,"49,057","497,014","75,424",73,"60,687","19,416","28,725",2019
102,Benin,Sub-Saharan Africa,"48,832","233,522","26,943",65,"55,357","30,998","18,011",2019
103,Congo (Brazzaville),Sub-Saharan Africa,"48,115","399,414","49,202",67,"58,905","18,547","20,466",2019
104,Gabon,Sub-Saharan Africa,"47,992","627,431","72,853",68,"46,681","7,572","12,067",2019
105,Laos,Sub-Saharan Africa,"47,963","45,378","63,459",68,"86,703","47,048","36,288",2019
106,South Africa,Sub-Saharan Africa,"47,222","56,985","83,188",66,"61,682","22,973","1,209",2019
107,Albania,Central and Eastern Europe,"47,186","56,238","52,208",74,"60,727","31,487","5,983",2019
108,Venezuela,Latin America and Caribbean,"47,066","569,744","87,893",73,"24,332","11,348","10,445",2019
109,Cambodia,Southeast Asia,"46,998","340,725","69,131",69,"9,643","40,945","13,605",2019
110,Palestinian Territories,Middle East and North Africa,"46,963","389,877","76,805",70,"35,633","18,183","14,619",2019
111,Senegal,Sub-Saharan Africa,"46,811","267,179","69,857",68,"46,206","27,053","15,857",2019
112,Somalia,Sub-Saharan Africa,"46,679",0,"42,977",63,"88,607","42,957","59,754",2019
113,Namibia,Sub-Saharan Africa,"46,392","521,667","80,855",66,"63,509","12,383","1,242",2019
114,Niger,Sub-Saharan Africa,"46,275","81,981","47,646",64,"50,436","33,213","22,608",2019
115,Burkina Faso,Sub-Saharan Africa,"45,868","196,485","65,033",65,"40,323","31,338","25,001",2019
116,Armenia,Commonwealth of Independent States,"45,594","504,787","64,973",73,"44,773","16,795","14,093",2019
117,Iran,Middle East and North Africa,"4,548","653,147","51,862",72,483,"47,686","27,606",2019
118,Guinea,Sub-Saharan Africa,"45,344","225,548","51,041",65,"52,656","36,503","1,907",2019
119,Georgia,Commonwealth of Independent States,"45,191","526,021","40,997",72,"54,832","7,627","36,187",2019
120,Gambia,,"45,163","182,777","57,836",66,"60,555","47,478","3,692",2019
121,Kenya,Sub-Saharan Africa,"45,086","303,814","60,546",68,"68,221","65,814","11,817",2019
122,Mauritania,Middle East and North Africa,"44,903","338,244","71,889",67,"1,042","1,866","19,474",2019
123,Mozambique,Sub-Saharan Africa,"44,662","120,922","60,707",65,"78,218","34,878","30,432",2019
124,Tunisia,Middle East and North Africa,"44,606","546,875","61,585",73,"26,453","1,039","12,122",2019
125,Bangladesh,South Asia,"44,558","333,871","5,717",71,"83,548","29,298","31,678",2019
126,Iraq,Middle East and North Africa,"44,372","619,404","60,346",68,"38,121","26,171","19,635",2019
127,Congo (Kinshasa),Sub-Saharan Africa,"44,181","55,863","69,278",64,"42,539","37,546","11,762",2019
128,Mali,Sub-Saharan Africa,"43,904","228,528","68,039",63,"51,852","27,052","11,474",2019
129,Sierra Leone,Sub-Saharan Africa,"43,742","159,292","51,807",62,"48,972","4,458","9,945",2019
130,Sri Lanka,South Asia,"43,659","563,751","77,902",73,"74,517","43,111","10,278",2019
131,Myanmar,Southeast Asia,"43,604","421,509","7,271",68,"83,234",1,"3,804",2019
132,Chad,Sub-Saharan Africa,"43,495","207,803","47,205",61,"27,523","35,038","1,726",2019
133,Ukraine,Commonwealth of Independent States,"43,322","487,103","85,639",71,"28,197","33,024","2,155",2019
134,Ethiopia,Sub-Saharan Africa,"42,858","199,761","63,626",67,"54,516","36,875","22,145",2019
135,Swaziland,Sub-Saharan Africa,"42,116","481,445","70,781",58,"49,639","13,074","29,752",2019
136,Uganda,Sub-Saharan Africa,"41,894","197,369","65,864",66,"56,366","44,562","13,222",2019
137,Egypt,Middle East and North Africa,"41,655","541,849","63,992",70,"38,183","13,376","14,763",2019
138,Zambia,Sub-Saharan Africa,"41,066","342,973","65,167",65,"68,203","43,673","1,912",2019
139,Togo,Sub-Saharan Africa,"40,849","163,448","35,251",65,"46,411","31,216","18,844",2019
140,India,South Asia,"40,152","44,826","47,112",68,"78,838","35,259","18,714",2019
141,Liberia,Sub-Saharan Africa,"39,753","43,301","5,678",66,"58,567","4,121","7,262",2019
142,Comoros,Sub-Saharan Africa,"39,728","162,986","46,632",67,"22,438","48,586","17,252",2019
143,Madagascar,Sub-Saharan Africa,"39,327","162,744","56,423",68,"23,413","29,867","8,949",2019
144,Lesotho,Sub-Saharan Africa,"38,019","290,331","71,999",61,"56,815","18,977","20,603",2019
145,Burundi,Sub-Saharan Africa,"37,753","27,209","27,559",65,"34,837","31,112","39,844",2019
146,Zimbabwe,Sub-Saharan Africa,"36,632","2,172","68,611",66,"57,163","26,697","19,725",2019
147,Haiti,Latin America and Caribbean,"35,969","191,754","42,393",66,"4,096","74,139","24,352",2019
148,Botswana,Sub-Saharan Africa,"34,884","618,104","7,054",68,"7,215","4,417","22,099",2019
149,Syria,Middle East and North Africa,"34,619","367,412","23,261",66,"2,031","58,462","31,105",2019
150,Malawi,Sub-Saharan Africa,"34,098","113,398","34,499",67,"70,246","38,545","19,701",2019
151,Yemen,Middle East and North Africa,"33,798","170,365","71,608",66,"22,665","19,169","17,086",2019
152,Rwanda,Sub-Saharan Africa,"33,338","213,461","43,793",69,"87,853","3,829","90,753",2019
153,Tanzania,Sub-Saharan Africa,"32,307","282,558","54,498",67,"66,084","4,883","3,251",2019
154,Afghanistan,South Asia,"32,033","207,608","31,842",64,0,"27,951","5,495",2019
155,Central African Republic,Sub-Saharan Africa,"3,083","15,681",0,59,"35,688","41,541","7,791",2019
156,South Sudan,Sub-Saharan Africa,"28,526","181,607","3,541",63,"1,618","35,715","19,998",2019
1,Finland,Western Europe,"78,087","836,344","96,896",72,"95,535","28,022","10,373",2020
2,Denmark,Western Europe,"76,456","863,519","97,149",72,"95,928","42,609","7,109",2020
3,Switzerland,Western Europe,"75,599","905,054","95,143",74,"90,723","47,218","23,486",2020
4,Iceland,Western Europe,"75,045","863,228",1,73,"95,487","63,587","7,289",2020
5,Norway,Western Europe,"7,488","92,681","96,614",73,"96,672","5,054","1,858",2020
6,Netherlands,Western Europe,"74,489","871,326","94,577",72,"88,512","59,022","30,871",2020
7,Sweden,Western Europe,"73,535","860,451","92,619",73,"93,801","4,788","17,086",2020
8,New Zealand,North America and ANZ,"72,996","808,445",961,73,"93,295","57,164","13,484",2020
9,Austria,Western Europe,"72,942","85,723","92,884",73,"87,032","44,841","47,248",2020
10,Luxembourg,Western Europe,"72,375",10,"89,659",73,"88,009","34,389","31,158",2020
11,Canada,North America and ANZ,"72,321","847,054","92,751",74,"92,897","49,407","34,035",2020
12,Australia,North America and ANZ,"72,228","852,747","9,545",74,"89,702","57,032","3,698",2020
13,United Kingdom,Western Europe,"71,645","828,451","94,202",72,"75,752","65,536","39,493",2020
14,Israel,Middle East and North Africa,"71,286","79,162","90,675",73,"60,683","46,833","81,263",2020
15,Costa Rica,Latin America and Caribbean,"71,214","638,461","8,884",71,"9,304","23,037","81,926",2020
16,Ireland,Western Europe,"70,937","941,569","95,026",72,"84,784","51,846","29,959",2020
17,Germany,Western Europe,"70,758","855,212","88,432",72,"81,393","44,232","41,976",2020
18,United States,North America and ANZ,"69,396","894,129","90,774",68,"77,114","52,323","71,437",2020
19,Czech Republic,Central and Eastern Europe,"69,109","788,925","90,806",70,"72,951",813,"90,659",2020
20,Belgium,Western Europe,"68,635","843,276","90,379",72,"72,094","25,792","60,852",2020
21,United Arab Emirates,Middle East and North Africa,"67,908","931,287","80,848",67,"94,182","49,254","58,697",2020
22,Malta,Western Europe,"67,728","81,508","9,324",72,"91,341","59,876","66,452",2020
23,France,Western Europe,"66,638","825,242","94,267",74,"74,149","19,762","57,367",2020
24,Mexico,Latin America and Caribbean,"6,465","666,626","79,243",68,"79,896","14,583","84,407",2020
25,Taiwan Province of China,East Asia,"64,554","863,858","87,735",70,"64,824","26,429","75,333",2020
26,Uruguay,Latin America and Caribbean,"64,401","696,959","92,085",69,"85,719","23,191","63,721",2020
27,Saudi Arabia,Middle East and North Africa,"64,065","868,321","84,646",66,"79,115","15,345","69,367",2020
28,Spain,Western Europe,"64,009","800,777","91,828",74,"61,446","2,901","79,447",2020
29,Guatemala,Latin America and Caribbean,"63,989","49,055","75,878",65,"88,443","29,942","81,552",2020
30,Italy,Western Europe,"63,874","804,591","87,059",74,"46,346","29,881","9,247",2020
31,Singapore,Southeast Asia,"63,771","988,875","90,171",77,"91,641","38,393",0,2020
32,Brazil,Latin America and Caribbean,"63,756","619,961","88,104",66,"69,712","23,108","80,021",2020
33,Slovenia,Central and Eastern Europe,"63,634","786,537","94,644",71,"93,283","2,557","85,649",2020
34,El Salvador,Latin America and Caribbean,"63,483","487,377","74,271",66,"7,559","20,873","7,805",2020
35,Kosovo,Central and Eastern Europe,"63,252","546,948","76,505",64,"80,384","57,087","98,395",2020
36,Panama,Latin America and Caribbean,"63,048","714,313","88,923",70,"8,364","17,059","89,829",2020
37,Slovakia,Central and Eastern Europe,"62,806","777,547","92,037",69,"61,093","20,486","97,882",2020
38,Uzbekistan,Commonwealth of Independent States,"62,576","453,351","92,663",65,1,"6,376","47,434",2020
39,Chile,Latin America and Caribbean,"62,285","713,874","85,508",70,"60,219","27,303","88,212",2020
40,Bahrain,Middle East and North Africa,"62,273","843,829","84,993",69,"88,046","50,447","76,237",2020
41,Lithuania,Western Europe,"62,155","776,715","92,588",67,"60,649","9,423","84,742",2020
42,Trinidad and Tobago,Latin America and Caribbean,"61,919","759,849","90,938",64,"79,757","34,987","97,172",2020
43,Poland,Central and Eastern Europe,"61,863","760,882","84,675",69,"80,474","11,122","69,889",2020
44,Colombia,Latin America and Caribbean,"61,634","606,636","86,229",68,"76,001","16,211","91,401",2020
45,Cyprus,Western Europe,"6,159","789,236","74,257",74,"66,264","40,001","90,396",2020
46,Nicaragua,Latin America and Caribbean,"61,371","40,349","82,117",68,"80,793","37,358","67,349",2020
47,Romania,Central and Eastern Europe,"61,237","729,107","77,182",67,"77,149","11,966","99,844",2020
48,Kuwait,Middle East and North Africa,"61,021","927,218","80,435",67,"82,257","23,297","7,884",2020
49,Mauritius,Sub-Saharan Africa,"61,013","698,692","90,185",66,"85,225","32,799","84,228",2020
50,Kazakhstan,Commonwealth of Independent States,"60,579","730,534","93,907",65,"71,752","26,976","79,281",2020
51,Estonia,Western Europe,"60,218","775,987","93,904",69,"8,318","21,961","62,157",2020
52,Philippines,Southeast Asia,"6,006","504,414","80,474",62,"89,707","22,685","75,545",2020
53,Hungary,Central and Eastern Europe,"60,004","757,679","91,951",68,"55,736","12,371","94,833",2020
54,Thailand,Southeast Asia,"59,988","65,533","87,073",67,"87,909","66,111","94,028",2020
55,Argentina,Latin America and Caribbean,"59,747","669,279","8,869",69,"75,128","12,302","88,669",2020
56,Honduras,Latin America and Caribbean,"59,532","389,649","76,679",67,"81,952","4,502","83,718",2020
57,Latvia,Western Europe,"5,95","742,769","91,395",67,"47,485","13,234","83,046",2020
58,Ecuador,Latin America and Caribbean,"59,252","555,344",789,69,"80,089","20,183","83,729",2020
59,Portugal,Western Europe,"59,109","760,603","86,557",72,"85,089","9,308","94,798",2020
60,Jamaica,Latin America and Caribbean,"58,898","506,976","0,91",67,"79,785","20,405","94,345",2020
61,South Korea,East Asia,"58,724","810,386","73,248",74,"37,411","29,888","82,258",2020
62,Japan,East Asia,"58,708","824,327","86,092",75,"71,468","6,267","65,969",2020
63,Peru,Latin America and Caribbean,"57,968","597,751","78,084",68,"74,027","16,078","9,493",2020
64,Serbia,Central and Eastern Europe,"57,782","643,064","85,776",68,"57,038","26,374","8,885",2020
65,Bolivia,Latin America and Caribbean,"57,475","475,687","73,816",64,"82,863","24,284","86,319",2020
66,Pakistan,South Asia,"56,933","401,385","5,641",58,"5,848","40,137","77,007",2020
67,Paraguay,Latin America and Caribbean,"56,921","584,372","8,841",66,846,"35,854","87,794",2020
68,Dominican Republic,Latin America and Caribbean,"56,892","639,817","8,587",66,"81,191","1,969","78,253",2020
69,Bosnia and Herzegovina,Central and Eastern Europe,"56,741","597,651","77,799",68,"44,047","46,332","9,978",2020
70,Moldova,Central and Eastern Europe,"56,075","460,681","79,952",65,"56,193","30,545","97,303",2020
71,Tajikistan,Commonwealth of Independent States,"55,557","309,027","78,729",64,"75,171","32,013","58,403",2020
72,Montenegro,Central and Eastern Europe,"55,461","65,736","81,784",69,"43,738","26,151","81,537",2020
73,Russia,Commonwealth of Independent States,"5,546","733,401","89,085",64,"57,625","17,381","91,429",2020
74,Kyrgyzstan,Commonwealth of Independent States,"55,415","333,955","86,654",64,"88,655","52,889","94,286",2020
75,Belarus,Commonwealth of Independent States,"55,399","663,025","89,634",66,"4,194","15,783","63,687",2020
77,Greece,Middle East and North Africa,"5,515","734,098","75,536",72,"25,029",0,"90,839",2020
78,Hong Kong S.A.R. of China,East Asia,"55,104","895,925","80,357",77,"66,259","50,592","37,639",2020
79,Croatia,Central and Eastern Europe,"55,047","721,703","84,731",70,"55,023","20,006","97,688",2020
80,Libya,Middle East and North Africa,"54,888","665,016","77,301",62,"65,105","25,053","67,691",2020
81,Mongolia,East Asia,"54,562","588,851","94,273",62,"51,308","46,311","91,272",2020
82,Malaysia,Southeast Asia,"53,843","760,356","75,861",67,"86,105","48,241","88,341",2020
83,Vietnam,Southeast Asia,"53,535","467,302","80,971",68,"93,879","23,953","83,148",2020
84,Indonesia,Southeast Asia,"52,856","580,292","7,462",62,"81,954","95,232","9,282",2020
85,Ivory Coast,Sub-Saharan Africa,"52,333","349,517","51,676",50,"57,282","29,819","82,464",2020
86,Benin,Sub-Saharan Africa,"5,216","238,336","22,773",54,"5,854","34,515","7,638",2020
87,Maldives,Southeast Asia,"51,976","61,032","90,612",71,"79,075","39,346","86,513",2020
88,Congo (Brazzaville),Sub-Saharan Africa,"51,944","412,329","48,957",58,"55,752","20,571","77,742",2020
89,Azerbaijan,Commonwealth of Independent States,"51,648","644,425","76,288",66,"67,468",704,"53,615",2020
